# nur die festgehaltenen Knoten; alle uebrigen sind frei
r_m,z_m,role
1.352404309e-04,-2.788611416e-03,liquid_conductor
1.426794381e-04,-2.788611416e-03,liquid_conductor
1.494903129e-04,-2.788611416e-03,liquid_conductor
1.557277722e-04,-2.788611416e-03,liquid_conductor
1.614435061e-04,-2.788611416e-03,liquid_conductor
1.666778448e-04,-2.788611416e-03,liquid_conductor
1.714708543e-04,-2.788611416e-03,liquid_conductor
1.758610799e-04,-2.788611416e-03,liquid_conductor
1.798823926e-04,-2.788611416e-03,liquid_conductor
1.835651336e-04,-2.788611416e-03,liquid_conductor
1.869383710e-04,-2.788611416e-03,liquid_conductor
1.900294091e-04,-2.788611416e-03,liquid_conductor
1.928581583e-04,-2.788611416e-03,liquid_conductor
1.954511466e-04,-2.788611416e-03,liquid_conductor
1.978250706e-04,-2.788611416e-03,liquid_conductor
2.000000000e-04,-2.788611416e-03,liquid_conductor
2.023073590e-04,-2.788611416e-03,liquid_conductor
2.048262778e-04,-2.788611416e-03,liquid_conductor
2.075787525e-04,-2.788611416e-03,liquid_conductor
2.105843091e-04,-2.788611416e-03,liquid_conductor
2.138679432e-04,-2.788611416e-03,liquid_conductor
2.174546697e-04,-2.788611416e-03,liquid_conductor
2.213724959e-04,-2.788611416e-03,liquid_conductor
2.256503856e-04,-2.788611416e-03,liquid_conductor
2.303242912e-04,-2.788611416e-03,liquid_conductor
2.354283816e-04,-2.788611416e-03,liquid_conductor
2.410037832e-04,-2.788611416e-03,liquid_conductor
2.470936058e-04,-2.788611416e-03,liquid_conductor
2.537446444e-04,-2.788611416e-03,liquid_conductor
2.610133227e-04,-2.788611416e-03,liquid_conductor
2.689484386e-04,-2.788611416e-03,liquid_conductor
2.776157494e-04,-2.788611416e-03,liquid_conductor
2.870851727e-04,-2.788611416e-03,liquid_conductor
2.974263273e-04,-2.788611416e-03,liquid_conductor
3.087203809e-04,-2.788611416e-03,liquid_conductor
3.210579460e-04,-2.788611416e-03,liquid_conductor
3.345353188e-04,-2.788611416e-03,liquid_conductor
3.492615949e-04,-2.788611416e-03,liquid_conductor
3.653317449e-04,-2.788611416e-03,liquid_conductor
3.828930231e-04,-2.788611416e-03,liquid_conductor
4.020809215e-04,-2.788611416e-03,liquid_conductor
4.230318110e-04,-2.788611416e-03,liquid_conductor
4.459114310e-04,-2.788611416e-03,liquid_conductor
4.709074923e-04,-2.788611416e-03,liquid_conductor
4.982272631e-04,-2.788611416e-03,liquid_conductor
5.280468223e-04,-2.788611416e-03,liquid_conductor
5.606176878e-04,-2.788611416e-03,liquid_conductor
5.961968980e-04,-2.788611416e-03,liquid_conductor
6.350512450e-04,-2.788611416e-03,liquid_conductor
6.774964929e-04,-2.788611416e-03,liquid_conductor
7.238672441e-04,-2.788611416e-03,liquid_conductor
7.745057743e-04,-2.788611416e-03,liquid_conductor
8.298365598e-04,-2.788611416e-03,liquid_conductor
8.902404685e-04,-2.788611416e-03,liquid_conductor
9.562452265e-04,-2.788611416e-03,liquid_conductor
1.028315419e-03,-2.788611416e-03,liquid_conductor
1.107064121e-03,-2.788611416e-03,liquid_conductor
1.193057227e-03,-2.788611416e-03,liquid_conductor
1.286983765e-03,-2.788611416e-03,liquid_conductor
1.389582490e-03,-2.788611416e-03,liquid_conductor
1.501687528e-03,-2.788611416e-03,liquid_conductor
1.618967549e-03,-2.788611416e-03,liquid_conductor
1.727165678e-03,-2.788611416e-03,liquid_conductor
1.826235815e-03,-2.788611416e-03,liquid_conductor
1.916950625e-03,-2.788611416e-03,liquid_conductor
2.000000000e-03,-2.788611416e-03,liquid_conductor
2.084216992e-03,-2.788611416e-03,liquid_conductor
2.176355351e-03,-2.788611416e-03,liquid_conductor
2.277029651e-03,-2.788611416e-03,liquid_conductor
2.387173046e-03,-2.788611416e-03,liquid_conductor
2.507591864e-03,-2.788611416e-03,liquid_conductor
2.639278383e-03,-2.788611416e-03,liquid_conductor
2.783299094e-03,-2.788611416e-03,liquid_conductor
2.940767833e-03,-2.788611416e-03,liquid_conductor
3.113009625e-03,-2.788611416e-03,liquid_conductor
3.294047376e-03,-2.788611416e-03,liquid_conductor
3.461380719e-03,-2.788611416e-03,liquid_conductor
3.614426098e-03,-2.788611416e-03,liquid_conductor
3.754355769e-03,-2.788611416e-03,liquid_conductor
3.882298548e-03,-2.788611416e-03,liquid_conductor
3.999310376e-03,-2.788611416e-03,liquid_conductor
4.106334329e-03,-2.788611416e-03,liquid_conductor
4.204204407e-03,-2.788611416e-03,liquid_conductor
4.293671006e-03,-2.788611416e-03,liquid_conductor
4.375489229e-03,-2.788611416e-03,liquid_conductor
4.450318040e-03,-2.788611416e-03,liquid_conductor
4.518738298e-03,-2.788611416e-03,liquid_conductor
4.581289028e-03,-2.788611416e-03,liquid_conductor
4.638507194e-03,-2.788611416e-03,liquid_conductor
4.690810594e-03,-2.788611416e-03,liquid_conductor
4.738672595e-03,-2.788611416e-03,liquid_conductor
4.782423733e-03,-2.788611416e-03,liquid_conductor
4.822423892e-03,-2.788611416e-03,liquid_conductor
4.859011717e-03,-2.788611416e-03,liquid_conductor
4.892455390e-03,-2.788611416e-03,liquid_conductor
4.923050450e-03,-2.788611416e-03,liquid_conductor
4.951016246e-03,-2.788611416e-03,liquid_conductor
4.976608707e-03,-2.788611416e-03,liquid_conductor
5.000000000e-03,-2.788611416e-03,liquid_conductor
0.000000000e+00,-2.746426689e-03,liquid_conductor
2.253927972e-07,-2.746426689e-03,liquid_conductor
4.710108625e-07,-2.746426689e-03,liquid_conductor
7.388114821e-07,-2.746426689e-03,liquid_conductor
1.030777353e-06,-2.746426689e-03,liquid_conductor
1.349134956e-06,-2.746426689e-03,liquid_conductor
1.696071563e-06,-2.746426689e-03,liquid_conductor
2.065284294e-06,-2.746426689e-03,liquid_conductor
2.411371865e-06,-2.746426689e-03,liquid_conductor
2.728827367e-06,-2.746426689e-03,liquid_conductor
3.019944202e-06,-2.746426689e-03,liquid_conductor
3.287031469e-06,-2.746426689e-03,liquid_conductor
3.531983203e-06,-2.746426689e-03,liquid_conductor
3.756739224e-06,-2.746426689e-03,liquid_conductor
3.962851098e-06,-2.746426689e-03,liquid_conductor
4.151964219e-06,-2.746426689e-03,liquid_conductor
4.325432522e-06,-2.746426689e-03,liquid_conductor
4.484611324e-06,-2.746426689e-03,liquid_conductor
4.630594259e-06,-2.746426689e-03,liquid_conductor
4.764494569e-06,-2.746426689e-03,liquid_conductor
4.887303601e-06,-2.746426689e-03,liquid_conductor
5.000000000e-06,-2.746426689e-03,liquid_conductor
5.344545024e-06,-2.746426689e-03,liquid_conductor
5.720728404e-06,-2.746426689e-03,liquid_conductor
6.131424688e-06,-2.746426689e-03,liquid_conductor
6.579792067e-06,-2.746426689e-03,liquid_conductor
7.069682790e-06,-2.746426689e-03,liquid_conductor
7.604221304e-06,-2.746426689e-03,liquid_conductor
8.187924336e-06,-2.746426689e-03,liquid_conductor
8.825326016e-06,-2.746426689e-03,liquid_conductor
9.521221193e-06,-2.746426689e-03,liquid_conductor
1.028089317e-05,-2.746426689e-03,liquid_conductor
1.111056343e-05,-2.746426689e-03,liquid_conductor
1.201639249e-05,-2.746426689e-03,liquid_conductor
1.298360751e-05,-2.746426689e-03,liquid_conductor
1.388943657e-05,-2.746426689e-03,liquid_conductor
1.471910683e-05,-2.746426689e-03,liquid_conductor
1.547877881e-05,-2.746426689e-03,liquid_conductor
1.617467398e-05,-2.746426689e-03,liquid_conductor
1.681207566e-05,-2.746426689e-03,liquid_conductor
1.739577870e-05,-2.746426689e-03,liquid_conductor
1.793031721e-05,-2.746426689e-03,liquid_conductor
1.842020793e-05,-2.746426689e-03,liquid_conductor
1.886857531e-05,-2.746426689e-03,liquid_conductor
1.927927160e-05,-2.746426689e-03,liquid_conductor
1.965545498e-05,-2.746426689e-03,liquid_conductor
2.000000000e-05,-2.746426689e-03,liquid_conductor
2.010805618e-05,-2.746426689e-03,liquid_conductor
2.022595285e-05,-2.746426689e-03,liquid_conductor
2.035459775e-05,-2.746426689e-03,liquid_conductor
2.049498821e-05,-2.746426689e-03,liquid_conductor
2.064826006e-05,-2.746426689e-03,liquid_conductor
2.081535157e-05,-2.746426689e-03,liquid_conductor
2.099777754e-05,-2.746426689e-03,liquid_conductor
2.119689800e-05,-2.746426689e-03,liquid_conductor
2.141410532e-05,-2.746426689e-03,liquid_conductor
2.165116416e-05,-2.746426689e-03,liquid_conductor
2.190983090e-05,-2.746426689e-03,liquid_conductor
2.219208379e-05,-2.746426689e-03,liquid_conductor
2.250020445e-05,-2.746426689e-03,liquid_conductor
2.283635452e-05,-2.746426689e-03,liquid_conductor
2.320312564e-05,-2.746426689e-03,liquid_conductor
2.360338148e-05,-2.746426689e-03,liquid_conductor
2.404015658e-05,-2.746426689e-03,liquid_conductor
2.451665868e-05,-2.746426689e-03,liquid_conductor
2.503676791e-05,-2.746426689e-03,liquid_conductor
2.560437513e-05,-2.746426689e-03,liquid_conductor
2.622369757e-05,-2.746426689e-03,liquid_conductor
2.688064397e-05,-2.746426689e-03,liquid_conductor
2.749373137e-05,-2.746426689e-03,liquid_conductor
2.805529321e-05,-2.746426689e-03,liquid_conductor
2.856987281e-05,-2.746426689e-03,liquid_conductor
2.904145948e-05,-2.746426689e-03,liquid_conductor
2.947368421e-05,-2.746426689e-03,liquid_conductor
2.990868297e-05,-2.746426689e-03,liquid_conductor
3.038341652e-05,-2.746426689e-03,liquid_conductor
3.090184239e-05,-2.746426689e-03,liquid_conductor
3.146778324e-05,-2.746426689e-03,liquid_conductor
3.208581625e-05,-2.746426689e-03,liquid_conductor
3.276073484e-05,-2.746426689e-03,liquid_conductor
3.349724986e-05,-2.746426689e-03,liquid_conductor
3.430131728e-05,-2.746426689e-03,liquid_conductor
3.517965823e-05,-2.746426689e-03,liquid_conductor
3.613813726e-05,-2.746426689e-03,liquid_conductor
3.718507681e-05,-2.746426689e-03,liquid_conductor
3.832780448e-05,-2.746426689e-03,liquid_conductor
3.957561045e-05,-2.746426689e-03,liquid_conductor
4.093854473e-05,-2.746426689e-03,liquid_conductor
4.242542050e-05,-2.746426689e-03,liquid_conductor
4.404956552e-05,-2.746426689e-03,liquid_conductor
4.582227382e-05,-2.746426689e-03,liquid_conductor
4.775808616e-05,-2.746426689e-03,liquid_conductor
4.987178140e-05,-2.746426689e-03,liquid_conductor
5.217920429e-05,-2.746426689e-03,liquid_conductor
5.469866297e-05,-2.746426689e-03,liquid_conductor
5.744905551e-05,-2.746426689e-03,liquid_conductor
6.045387799e-05,-2.746426689e-03,liquid_conductor
6.373271678e-05,-2.746426689e-03,liquid_conductor
6.731217269e-05,-2.746426689e-03,liquid_conductor
7.122108778e-05,-2.746426689e-03,liquid_conductor
7.548786712e-05,-2.746426689e-03,liquid_conductor
8.014712385e-05,-2.746426689e-03,liquid_conductor
8.523466155e-05,-2.746426689e-03,liquid_conductor
9.078843638e-05,-2.746426689e-03,liquid_conductor
9.685525750e-05,-2.746426689e-03,liquid_conductor
1.034758769e-04,-2.746426689e-03,liquid_conductor
1.107020219e-04,-2.746426689e-03,liquid_conductor
1.185948933e-04,-2.746426689e-03,liquid_conductor
1.271212752e-04,-2.746426689e-03,liquid_conductor
1.352404309e-04,-2.746426689e-03,liquid_conductor
1.426794381e-04,-2.746426689e-03,liquid_conductor
1.494903129e-04,-2.746426689e-03,liquid_conductor
1.557277722e-04,-2.746426689e-03,liquid_conductor
1.614435061e-04,-2.746426689e-03,liquid_conductor
1.666778448e-04,-2.746426689e-03,liquid_conductor
1.714708543e-04,-2.746426689e-03,liquid_conductor
1.758610799e-04,-2.746426689e-03,liquid_conductor
1.798823926e-04,-2.746426689e-03,liquid_conductor
1.835651336e-04,-2.746426689e-03,liquid_conductor
1.869383710e-04,-2.746426689e-03,liquid_conductor
1.900294091e-04,-2.746426689e-03,liquid_conductor
1.928581583e-04,-2.746426689e-03,liquid_conductor
1.954511466e-04,-2.746426689e-03,liquid_conductor
1.978250706e-04,-2.746426689e-03,liquid_conductor
2.000000000e-04,-2.746426689e-03,liquid_conductor
2.023073590e-04,-2.746426689e-03,liquid_conductor
2.048262778e-04,-2.746426689e-03,liquid_conductor
2.075787525e-04,-2.746426689e-03,liquid_conductor
2.105843091e-04,-2.746426689e-03,liquid_conductor
2.138679432e-04,-2.746426689e-03,liquid_conductor
2.174546697e-04,-2.746426689e-03,liquid_conductor
2.213724959e-04,-2.746426689e-03,liquid_conductor
2.256503856e-04,-2.746426689e-03,liquid_conductor
2.303242912e-04,-2.746426689e-03,liquid_conductor
2.354283816e-04,-2.746426689e-03,liquid_conductor
2.410037832e-04,-2.746426689e-03,liquid_conductor
2.470936058e-04,-2.746426689e-03,liquid_conductor
2.537446444e-04,-2.746426689e-03,liquid_conductor
2.610133227e-04,-2.746426689e-03,liquid_conductor
2.689484386e-04,-2.746426689e-03,liquid_conductor
2.776157494e-04,-2.746426689e-03,liquid_conductor
2.870851727e-04,-2.746426689e-03,liquid_conductor
2.974263273e-04,-2.746426689e-03,liquid_conductor
3.087203809e-04,-2.746426689e-03,liquid_conductor
3.210579460e-04,-2.746426689e-03,liquid_conductor
3.345353188e-04,-2.746426689e-03,liquid_conductor
3.492615949e-04,-2.746426689e-03,liquid_conductor
3.653317449e-04,-2.746426689e-03,liquid_conductor
3.828930231e-04,-2.746426689e-03,liquid_conductor
4.020809215e-04,-2.746426689e-03,liquid_conductor
4.230318110e-04,-2.746426689e-03,liquid_conductor
4.459114310e-04,-2.746426689e-03,liquid_conductor
4.709074923e-04,-2.746426689e-03,liquid_conductor
4.982272631e-04,-2.746426689e-03,liquid_conductor
5.280468223e-04,-2.746426689e-03,liquid_conductor
5.606176878e-04,-2.746426689e-03,liquid_conductor
5.961968980e-04,-2.746426689e-03,liquid_conductor
6.350512450e-04,-2.746426689e-03,liquid_conductor
6.774964929e-04,-2.746426689e-03,liquid_conductor
7.238672441e-04,-2.746426689e-03,liquid_conductor
7.745057743e-04,-2.746426689e-03,liquid_conductor
8.298365598e-04,-2.746426689e-03,liquid_conductor
8.902404685e-04,-2.746426689e-03,liquid_conductor
9.562452265e-04,-2.746426689e-03,liquid_conductor
1.028315419e-03,-2.746426689e-03,liquid_conductor
1.107064121e-03,-2.746426689e-03,liquid_conductor
1.193057227e-03,-2.746426689e-03,liquid_conductor
1.286983765e-03,-2.746426689e-03,liquid_conductor
1.389582490e-03,-2.746426689e-03,liquid_conductor
1.501687528e-03,-2.746426689e-03,liquid_conductor
1.618967549e-03,-2.746426689e-03,liquid_conductor
1.727165678e-03,-2.746426689e-03,liquid_conductor
1.826235815e-03,-2.746426689e-03,liquid_conductor
1.916950625e-03,-2.746426689e-03,liquid_conductor
2.000000000e-03,-2.746426689e-03,liquid_conductor
2.084216992e-03,-2.746426689e-03,liquid_conductor
2.176355351e-03,-2.746426689e-03,liquid_conductor
2.277029651e-03,-2.746426689e-03,liquid_conductor
2.387173046e-03,-2.746426689e-03,liquid_conductor
2.507591864e-03,-2.746426689e-03,liquid_conductor
2.639278383e-03,-2.746426689e-03,liquid_conductor
2.783299094e-03,-2.746426689e-03,liquid_conductor
2.940767833e-03,-2.746426689e-03,liquid_conductor
3.113009625e-03,-2.746426689e-03,liquid_conductor
3.294047376e-03,-2.746426689e-03,liquid_conductor
3.461380719e-03,-2.746426689e-03,liquid_conductor
3.614426098e-03,-2.746426689e-03,liquid_conductor
3.754355769e-03,-2.746426689e-03,liquid_conductor
3.882298548e-03,-2.746426689e-03,liquid_conductor
3.999310376e-03,-2.746426689e-03,liquid_conductor
4.106334329e-03,-2.746426689e-03,liquid_conductor
4.204204407e-03,-2.746426689e-03,liquid_conductor
4.293671006e-03,-2.746426689e-03,liquid_conductor
4.375489229e-03,-2.746426689e-03,liquid_conductor
4.450318040e-03,-2.746426689e-03,liquid_conductor
4.518738298e-03,-2.746426689e-03,liquid_conductor
4.581289028e-03,-2.746426689e-03,liquid_conductor
4.638507194e-03,-2.746426689e-03,liquid_conductor
4.690810594e-03,-2.746426689e-03,liquid_conductor
4.738672595e-03,-2.746426689e-03,liquid_conductor
4.782423733e-03,-2.746426689e-03,liquid_conductor
4.822423892e-03,-2.746426689e-03,liquid_conductor
4.859011717e-03,-2.746426689e-03,liquid_conductor
4.892455390e-03,-2.746426689e-03,liquid_conductor
4.923050450e-03,-2.746426689e-03,liquid_conductor
4.951016246e-03,-2.746426689e-03,liquid_conductor
4.976608707e-03,-2.746426689e-03,liquid_conductor
5.000000000e-03,-2.746426689e-03,liquid_conductor
0.000000000e+00,-2.700345095e-03,liquid_conductor
2.253927972e-07,-2.700345095e-03,liquid_conductor
4.710108625e-07,-2.700345095e-03,liquid_conductor
7.388114821e-07,-2.700345095e-03,liquid_conductor
1.030777353e-06,-2.700345095e-03,liquid_conductor
1.349134956e-06,-2.700345095e-03,liquid_conductor
1.696071563e-06,-2.700345095e-03,liquid_conductor
2.065284294e-06,-2.700345095e-03,liquid_conductor
2.411371865e-06,-2.700345095e-03,liquid_conductor
2.728827367e-06,-2.700345095e-03,liquid_conductor
3.019944202e-06,-2.700345095e-03,liquid_conductor
3.287031469e-06,-2.700345095e-03,liquid_conductor
3.531983203e-06,-2.700345095e-03,liquid_conductor
3.756739224e-06,-2.700345095e-03,liquid_conductor
3.962851098e-06,-2.700345095e-03,liquid_conductor
4.151964219e-06,-2.700345095e-03,liquid_conductor
4.325432522e-06,-2.700345095e-03,liquid_conductor
4.484611324e-06,-2.700345095e-03,liquid_conductor
4.630594259e-06,-2.700345095e-03,liquid_conductor
4.764494569e-06,-2.700345095e-03,liquid_conductor
4.887303601e-06,-2.700345095e-03,liquid_conductor
5.000000000e-06,-2.700345095e-03,liquid_conductor
5.344545024e-06,-2.700345095e-03,liquid_conductor
5.720728404e-06,-2.700345095e-03,liquid_conductor
6.131424688e-06,-2.700345095e-03,liquid_conductor
6.579792067e-06,-2.700345095e-03,liquid_conductor
7.069682790e-06,-2.700345095e-03,liquid_conductor
7.604221304e-06,-2.700345095e-03,liquid_conductor
8.187924336e-06,-2.700345095e-03,liquid_conductor
8.825326016e-06,-2.700345095e-03,liquid_conductor
9.521221193e-06,-2.700345095e-03,liquid_conductor
1.028089317e-05,-2.700345095e-03,liquid_conductor
1.111056343e-05,-2.700345095e-03,liquid_conductor
1.201639249e-05,-2.700345095e-03,liquid_conductor
1.298360751e-05,-2.700345095e-03,liquid_conductor
1.388943657e-05,-2.700345095e-03,liquid_conductor
1.471910683e-05,-2.700345095e-03,liquid_conductor
1.547877881e-05,-2.700345095e-03,liquid_conductor
1.617467398e-05,-2.700345095e-03,liquid_conductor
1.681207566e-05,-2.700345095e-03,liquid_conductor
1.739577870e-05,-2.700345095e-03,liquid_conductor
1.793031721e-05,-2.700345095e-03,liquid_conductor
1.842020793e-05,-2.700345095e-03,liquid_conductor
1.886857531e-05,-2.700345095e-03,liquid_conductor
1.927927160e-05,-2.700345095e-03,liquid_conductor
1.965545498e-05,-2.700345095e-03,liquid_conductor
2.000000000e-05,-2.700345095e-03,liquid_conductor
2.010805618e-05,-2.700345095e-03,liquid_conductor
2.022595285e-05,-2.700345095e-03,liquid_conductor
2.035459775e-05,-2.700345095e-03,liquid_conductor
2.049498821e-05,-2.700345095e-03,liquid_conductor
2.064826006e-05,-2.700345095e-03,liquid_conductor
2.081535157e-05,-2.700345095e-03,liquid_conductor
2.099777754e-05,-2.700345095e-03,liquid_conductor
2.119689800e-05,-2.700345095e-03,liquid_conductor
2.141410532e-05,-2.700345095e-03,liquid_conductor
2.165116416e-05,-2.700345095e-03,liquid_conductor
2.190983090e-05,-2.700345095e-03,liquid_conductor
2.219208379e-05,-2.700345095e-03,liquid_conductor
2.250020445e-05,-2.700345095e-03,liquid_conductor
2.283635452e-05,-2.700345095e-03,liquid_conductor
2.320312564e-05,-2.700345095e-03,liquid_conductor
2.360338148e-05,-2.700345095e-03,liquid_conductor
2.404015658e-05,-2.700345095e-03,liquid_conductor
2.451665868e-05,-2.700345095e-03,liquid_conductor
2.503676791e-05,-2.700345095e-03,liquid_conductor
2.560437513e-05,-2.700345095e-03,liquid_conductor
2.622369757e-05,-2.700345095e-03,liquid_conductor
2.688064397e-05,-2.700345095e-03,liquid_conductor
2.749373137e-05,-2.700345095e-03,liquid_conductor
2.805529321e-05,-2.700345095e-03,liquid_conductor
2.856987281e-05,-2.700345095e-03,liquid_conductor
2.904145948e-05,-2.700345095e-03,liquid_conductor
2.947368421e-05,-2.700345095e-03,liquid_conductor
2.990868297e-05,-2.700345095e-03,liquid_conductor
3.038341652e-05,-2.700345095e-03,liquid_conductor
